0,0,0,0,0,0
0.02,-16.456,0,0,306.93,0
0.04,-16.432,0,0,310.58,0
0.06,-16.409,0,0,314.22,0
0.08,-16.385,0,0,317.85,0
0.1,-16.361,0,0,321.48,0
0.12,-16.337,0,0,325.1,0
0.14,-16.314,0,0,328.72,0
0.16,-16.29,0,0,332.33,0
0.18,-16.267,0,0,335.93,0
0.2,-16.244,0,0,339.52,0
0.22,-16.221,0,0,343.11,0
0.24,-16.197,0,0,346.7,0
0.26,-16.174,0,0,350.27,0
0.28,-16.151,0,0,353.84,0
0.3,-16.128,0,0,357.4,0
0.32,-16.105,0,0,360.96,0
0.34,-16.083,0,0,364.51,0
0.36,-16.06,0,0,368.05,0
0.38,-16.037,0,0,371.59,0
0.4,-16.015,0,0,375.12,0
0.42,-15.992,0,0,378.65,0
0.44,-15.97,0,0,382.16,0
0.46,-15.947,0,0,385.68,0
0.48,-15.925,0,0,389.18,0
0.5,-15.903,0,0,392.68,0
0.52,-15.881,0,0,396.17,0
0.54,-15.859,0,0,399.66,0
0.56,-15.837,0,0,403.14,0
0.58,-15.815,0,0,406.61,0
0.6,-15.793,0,0,410.08,0
0.62,-15.771,0,0,413.54,0
0.64,-15.749,0,0,417,0
0.66,-15.728,0,0,420.44,0
0.68,-15.706,0,0,423.89,0
0.7,-15.685,0,0,427.32,0
0.72,-15.663,0,0,430.75,0
0.74,-15.642,0,0,434.17,0
0.76,-15.621,0,0,437.59,0
0.78,-15.599,0,0,441,0
0.8,-15.578,0,0,444.41,0
0.82,-15.557,0,0,447.8,0
0.84,-15.536,0,0,451.2,0
0.86,-15.515,0,0,454.58,0
0.88,-15.494,0,0,457.96,0
0.9,-15.473,0,0,461.33,0
0.92,-15.453,0,0,464.7,0
0.94,-15.432,0,0,468.06,0
0.96,-15.411,0,0,471.42,0
0.98,-15.391,0,0,474.77,0
1,-15.37,0,0,478.11,0
1.02,-15.35,0,0,481.44,0
1.04,-15.329,0,0,484.77,0
1.06,-15.309,0,0,488.1,0
1.08,-15.289,0,0,491.42,0
1.1,-15.269,0,0,494.73,0
1.12,-15.248,0,0,498.03,0
1.14,-15.228,0,0,501.33,0
1.16,-15.208,0,0,504.63,0
1.18,-15.189,0,0,507.91,0
1.2,-15.169,0,0,511.2,0
1.22,-15.149,0,0,514.47,0
1.24,-15.129,0,0,517.74,0
1.26,-15.109,0,0,521,0
1.28,-15.09,0,0,524.26,0
1.3,-15.07,0,0,527.51,0
1.32,-15.051,0,0,530.76,0
1.34,-15.031,0,0,534,0
1.36,-15.012,0,0,537.23,0
1.38,-14.993,0,0,540.46,0
1.4,-14.973,0,0,543.68,0
1.42,-14.954,0,0,546.89,0
1.44,-14.935,0,0,550.1,0
