0,0,0,0,0,0
0.02,-18.347,0,0,429.34,0.26844
0.04,-19.636,0,0,433.47,0.4899
0.06,-21.284,0,0,437.6,0.65847
0.08,-23.01,0,0,441.71,0.7784
0.1,-24.536,0,0,445.82,0.85982
0.12,-25.72,0,0,449.92,0.91358
0.14,-26.555,0,0,454.01,0.94858
0.16,-27.102,0,0,458.08,0.97126
0.18,-27.438,0,0,462.15,0.98599
0.2,-27.626,0,0,466.2,0.99561
0.22,-27.717,0,0,470.24,1
0.24,-27.705,0,0,474.28,1
0.26,-27.607,0,0,478.3,1
0.28,-27.509,0,0,482.31,1
0.3,-27.412,0,0,486.31,1
0.32,-27.316,0,0,490.29,1
0.34,-27.22,0,0,494.27,1
0.36,-27.125,0,0,498.24,1
0.38,-27.031,0,0,502.19,1
0.4,-26.937,0,0,506.14,1
0.42,-26.843,0,0,510.07,1
0.44,-26.75,0,0,513.99,1
0.46,-26.658,0,0,517.91,1
0.48,-26.566,0,0,521.81,1
0.5,-26.475,0,0,525.7,1
0.52,-26.385,0,0,529.58,1
0.54,-26.295,0,0,533.45,1
0.56,-26.205,0,0,537.31,1
0.58,-26.116,0,0,541.16,1
0.6,-26.028,0,0,544.99,1
0.62,-25.94,0,0,548.82,1
0.64,-25.853,0,0,552.64,1
0.66,-25.766,0,0,556.45,1
0.68,-25.68,0,0,560.24,1
0.7,-25.594,0,0,564.03,1
0.72,-25.509,0,0,567.81,1
0.74,-25.424,0,0,571.57,1
0.76,-25.34,0,0,575.33,1
0.78,-25.256,0,0,579.07,1
0.8,-25.173,0,0,582.81,1
0.82,-25.091,0,0,586.54,1
0.84,-25.008,0,0,590.25,1
0.86,-24.927,0,0,593.96,1
0.88,-24.845,0,0,597.65,1
0.9,-24.765,0,0,601.34,1
0.92,-24.684,0,0,605.01,1
0.94,-24.605,0,0,608.68,1
0.96,-24.525,0,0,612.34,1
0.98,-24.446,0,0,615.98,1
1,-24.368,0,0,619.62,1
1.02,-24.29,0,0,623.25,1
1.04,-24.213,0,0,626.86,1
1.06,-24.136,0,0,630.47,1
1.08,-24.059,0,0,634.07,1
1.1,-23.983,0,0,637.66,1
1.12,-23.907,0,0,641.24,1
1.14,-23.832,0,0,644.8,1
1.16,-23.757,0,0,648.36,1
1.18,-23.683,0,0,651.91,1
1.2,-23.609,0,0,655.45,1
1.22,-23.536,0,0,658.98,1
1.24,-23.463,0,0,662.51,1
1.26,-23.39,0,0,666.02,1
1.28,-23.318,0,0,669.52,1
1.3,-23.246,0,0,673.02,1
1.32,-23.174,0,0,676.5,1
1.34,-23.103,0,0,679.97,1
1.36,-23.033,0,0,683.44,1
1.38,-22.963,0,0,686.9,1
1.4,-22.893,0,0,690.34,1
1.42,-22.823,0,0,693.78,1
1.44,-22.754,0,0,697.21,1
1.46,-22.686,0,0,700.63,1
1.48,-22.618,0,0,704.04,1
1.5,-22.55,0,0,707.44,1
1.52,-22.482,0,0,710.84,1
1.54,-22.415,0,0,714.22,1
1.56,-22.348,0,0,717.59,1
1.58,-22.282,0,0,720.96,1
1.6,-22.216,0,0,724.32,1
1.62,-22.151,0,0,727.67,1
1.64,-22.085,0,0,731,1
1.66,-22.021,0,0,734.34,1
1.68,-21.956,0,0,737.66,1
1.7,-21.892,0,0,740.97,1
1.72,-21.828,0,0,744.27,1
1.74,-21.765,0,0,747.57,1
1.76,-21.702,0,0,750.86,1
1.78,-21.639,0,0,754.13,1
1.8,-21.577,0,0,757.4,1
1.82,-21.514,0,0,760.66,1
1.84,-21.453,0,0,763.92,1
1.86,-21.391,0,0,767.16,1
1.88,-21.33,0,0,770.39,1
1.9,-21.27,0,0,773.62,1
1.92,-21.209,0,0,776.84,1
1.94,-21.149,0,0,780.05,1
1.96,-21.09,0,0,783.25,1
1.98,-21.03,0,0,786.44,1
2,-20.971,0,0,789.62,1
2.02,-20.913,0,0,792.8,1
2.04,-20.854,0,0,795.97,1
2.06,-20.796,0,0,799.13,1
2.08,-20.738,0,0,802.28,1
2.1,-20.681,0,0,805.42,1
2.12,-20.624,0,0,808.55,1
2.14,-20.567,0,0,811.68,1
2.16,-20.51,0,0,814.8,1
2.18,-20.454,0,0,817.91,1
2.2,-20.398,0,0,821.01,1
2.22,-20.342,0,0,824.1,1
2.24,-20.287,0,0,827.19,1
2.26,-20.232,0,0,830.26,1
2.28,-20.177,0,0,833.33,1
2.3,-20.123,0,0,836.39,1
2.32,-20.069,0,0,839.44,1
2.34,-20.015,0,0,842.49,1
2.36,-19.961,0,0,845.53,1
2.38,-19.908,0,0,848.55,1
2.4,-19.855,0,0,851.57,1
2.42,-19.802,0,0,854.59,1
2.44,-19.75,0,0,857.59,1
