time,adxl_acceleration_x,adxl_acceleration_y,adxl_acceleration_z,mpl_altitude,mpu_acceleration_x,mpu_acceleration_y,mpu_acceleration_z,mpu_gyroscope_x,mpu_gyroscope_y,mpu_gyroscope_z,mpu_magnetometer_x,mpu_magnetometer_y,mpu_magnetometer_z
1605249483.2685,-3.3343,-31.5382,40.1288,0.6250,-0.0770,-0.2730,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.7320
1605249483.2919,-3.8050,-31.6559,40.1288,3.0625,-0.0750,-0.2730,0.6570,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249483.3153,-3.6481,-31.4990,40.1288,1.8125,-0.0760,-0.2730,0.6580,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6710
1605249483.3387,-3.9619,-31.5774,40.1288,-0.8125,-0.0750,-0.2730,0.6580,0.0000,0.0000,0.0000,-6.7750,-9.8270,0.6100
1605249483.3631,-3.7265,-31.6166,40.1288,-1.0625,-0.0760,-0.2750,0.6580,30.3700,-33.8490,-12.5260,-6.7750,-9.7050,0.4880
1605249483.3865,-3.6873,-31.5774,40.1288,4.1251,-0.0730,-0.2720,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249483.4097,-3.6088,-31.6951,40.1288,0.5625,-0.0760,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8880,0.6100
1605249483.4332,-3.6873,-31.4990,40.1288,-1.4375,-0.0750,-0.2720,0.6590,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.6100
1605249483.4565,-3.8050,-31.6166,40.1288,-1.3750,-0.0760,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249483.4799,-3.6088,-31.4597,40.1288,2.1250,-0.0750,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6710
1605249483.5045,-3.6873,-31.5382,40.1288,1.6875,-0.0740,-0.2740,0.6610,28.6240,-35.9640,-14.5570,-6.8360,-9.7660,0.5490
1605249483.5280,-4.1188,-31.8520,40.1288,2.1875,-0.0760,-0.2750,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249483.5514,-3.5304,-31.4990,40.1288,1.0625,-0.0760,-0.2750,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6100
1605249483.5749,-3.6088,-31.5382,40.1288,1.3750,-0.0740,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249483.5983,-3.9619,-31.8520,40.1288,0.6250,-0.0770,-0.2710,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249483.6229,-3.6088,-31.4990,40.1288,2.1875,-0.0760,-0.2740,0.6600,27.7520,-34.0250,-11.3410,-6.7750,-9.7660,0.6710
1605249483.6463,-3.7265,-31.7735,40.1288,0.1250,-0.0740,-0.2740,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249483.6696,-4.0796,-31.4990,40.1288,3.1875,-0.0750,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.6710
1605249483.6931,-3.6481,-31.5382,40.1288,-1.7500,-0.0750,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.7050,0.6710
1605249483.7165,-3.6088,-31.3421,40.1288,-1.1875,-0.0740,-0.2720,0.6620,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249483.7410,-3.6873,-31.5774,40.1288,0.8125,-0.0740,-0.2730,0.6590,29.1480,-34.7300,-12.0180,-6.7750,-9.7660,0.6100
1605249483.7654,-3.6088,-31.5774,40.1288,-2.0625,-0.0760,-0.2760,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6100
1605249483.7896,-3.4912,-31.2636,40.1288,-0.1875,-0.0750,-0.2750,0.6620,0.0000,0.0000,0.0000,-6.8360,-9.6440,0.6100
1605249483.8140,-3.6088,-31.5382,40.1288,-1.1875,-0.0750,-0.2730,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.5490
1605249483.8382,-3.6873,-31.6166,40.1288,-1.5625,-0.0740,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7050,0.6710
1605249483.8621,-3.5696,-31.4990,40.1288,0.5000,-0.0750,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6100
1605249483.8876,-3.8050,-31.3813,40.1288,1.5625,-0.0750,-0.2720,0.6590,29.6720,-35.9640,-12.8640,-6.7750,-9.8880,0.6710
1605249483.9116,-3.5304,-31.5774,40.1288,0.0000,-0.0750,-0.2730,0.6620,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249483.9357,-3.6088,-31.6166,40.1288,1.1250,-0.0760,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.9580,-9.8270,0.6100
1605249483.9599,-3.8050,-31.4597,40.1288,1.3125,-0.0760,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.6100
1605249483.9841,-3.5304,-31.8128,40.1288,1.2500,-0.0760,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.7320
1605249484.0096,-3.6873,-31.5774,40.1288,-0.3125,-0.0770,-0.2740,0.6610,29.1480,-34.3780,-12.3560,-6.8360,-9.8880,0.6710
1605249484.0338,-3.6481,-31.5382,40.1288,0.0000,-0.0760,-0.2740,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.5490
1605249484.0581,-3.4912,-31.4205,40.1288,1.1250,-0.0770,-0.2730,0.6580,0.0000,0.0000,0.0000,-6.8970,-9.7050,0.6100
1605249484.0823,-3.6088,-31.5382,40.1288,1.6875,-0.0770,-0.2750,0.6580,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6100
1605249484.1066,-3.7658,-31.8520,40.1288,1.0000,-0.0760,-0.2720,0.6570,0.0000,0.0000,0.0000,-6.7750,-9.8270,0.6710
1605249484.1346,-3.6873,-31.4990,40.1288,0.9375,-0.0750,-0.2750,0.6570,30.0210,-35.9640,-12.1870,-6.9580,-9.7660,0.6100
1605249484.1586,-3.6088,-31.4205,40.1288,0.0000,-0.0750,-0.2740,0.6620,0.0000,0.0000,0.0000,-7.0190,-9.8270,0.6710
1605249484.1826,-3.6088,-31.5382,40.1288,-0.1875,-0.0750,-0.2740,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.6100
1605249484.2069,-3.6873,-31.4990,40.1288,-0.7500,-0.0750,-0.2720,0.6580,0.0000,0.0000,0.0000,-6.8970,-9.7050,0.6710
1605249484.2310,-3.6481,-31.4990,40.1288,2.0000,-0.0760,-0.2750,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.7050,0.6710
1605249484.2565,-4.0796,-31.7343,40.1288,0.5000,-0.0740,-0.2740,0.6610,29.1480,-34.3780,-12.3560,-6.8970,-9.8270,0.5490
1605249484.2807,-3.5304,-31.4205,40.1288,1.1250,-0.0760,-0.2750,0.6630,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249484.3049,-3.9619,-31.7343,40.1288,-0.8125,-0.0760,-0.2740,0.6570,0.0000,0.0000,0.0000,-6.8360,-9.8880,0.6710
1605249484.3294,-3.7265,-31.5774,40.1288,-0.9375,-0.0770,-0.2730,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.4880
1605249484.3698,-3.7658,-31.5382,40.1288,-1.0625,-0.0770,-0.2730,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6710
1605249484.3961,-3.7265,-31.5774,40.1288,-1.1875,-0.0760,-0.2760,0.6600,30.3700,-34.5540,-11.8490,-6.8360,-9.7660,0.5490
1605249484.4203,-3.7658,-31.6166,40.1288,1.6875,-0.0760,-0.2750,0.6630,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.6100
1605249484.4446,-3.6873,-31.6559,40.1288,-2.0625,-0.0750,-0.2730,0.6620,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.5490
1605249484.4684,-3.6873,-31.4990,40.1288,-1.2500,-0.0760,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249484.4919,-3.7658,-31.5382,40.1288,-1.1875,-0.0760,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.6710
1605249484.5165,-3.7658,-31.4990,40.1288,1.1875,-0.0750,-0.2750,0.6610,30.1950,-34.7300,-13.0340,-6.8360,-9.7660,0.6710
1605249484.5398,-3.6481,-31.4597,40.1288,-0.1875,-0.0770,-0.2750,0.6610,0.0000,0.0000,0.0000,-6.9580,-9.8270,0.6100
1605249484.5632,-3.6873,-31.4990,40.1288,-0.3750,-0.0740,-0.2720,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249484.5866,-3.5304,-31.5382,40.1288,2.0000,-0.0750,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.7140,-9.8270,0.6100
1605249484.6099,-3.6481,-31.4990,40.1288,0.5000,-0.0760,-0.2730,0.6640,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249484.6345,-4.0011,-31.3813,40.1288,-0.3125,-0.0740,-0.2750,0.6630,29.6720,-36.6690,-13.5410,-6.8970,-9.8270,0.7320
1605249484.6578,-3.7265,-31.5774,40.1288,-0.5625,-0.0760,-0.2730,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6100
1605249484.6811,-3.8050,-31.5774,40.1288,0.0000,-0.0750,-0.2720,0.6600,0.0000,0.0000,0.0000,-6.7140,-9.7660,0.6100
1605249484.7045,-3.5696,-31.7343,40.1288,-1.5000,-0.0750,-0.2740,0.6620,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249484.7280,-3.6481,-31.4990,40.1288,-0.1875,-0.0760,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6100
1605249484.7514,-3.5696,-31.3421,40.1288,-0.1875,-0.0740,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.7750,-9.8880,0.6710
1605249484.7759,-3.6088,-31.4205,40.1288,-0.5000,-0.0750,-0.2740,0.6570,29.6720,-35.6120,-12.1870,-6.8360,-9.7660,0.7320
1605249484.7994,-3.6481,-31.5382,40.1288,2.9375,-0.0770,-0.2740,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.5490
1605249484.8227,-3.6873,-31.6166,40.1288,-1.3125,-0.0760,-0.2730,0.6620,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249484.8462,-3.6873,-31.5382,40.1288,1.5000,-0.0750,-0.2720,0.6580,0.0000,0.0000,0.0000,-6.7750,-9.8270,0.6100
1605249484.8695,-3.6481,-31.5382,40.1288,-0.9375,-0.0760,-0.2720,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.5490
1605249484.8942,-4.0796,-31.9305,40.1288,-1.0625,-0.0750,-0.2730,0.6620,28.9730,-35.9640,-14.2180,-6.7750,-9.8270,0.6100
1605249484.9175,-3.5304,-31.5774,40.1288,-1.8750,-0.0770,-0.2740,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249484.9408,-3.5696,-31.4597,40.1288,-1.3125,-0.0750,-0.2720,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.4880
1605249484.9642,-3.8050,-31.6559,40.1288,-2.2500,-0.0740,-0.2730,0.6630,0.0000,0.0000,0.0000,-6.8970,-9.7050,0.6710
1605249484.9876,-3.6481,-31.5774,40.1288,-0.5625,-0.0750,-0.2750,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249485.0122,-3.8834,-31.7343,40.1288,1.6875,-0.0740,-0.2750,0.6620,28.6240,-34.5540,-12.8640,-6.8360,-9.7660,0.7320
1605249485.0355,-3.8442,-31.6951,40.1288,1.3750,-0.0760,-0.2740,0.6630,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249485.0589,-3.7658,-31.7735,40.1288,-1.0625,-0.0770,-0.2730,0.6550,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.6100
1605249485.0822,-3.6088,-31.2636,40.1288,-0.8125,-0.0760,-0.2750,0.6580,0.0000,0.0000,0.0000,-6.8970,-9.7050,0.6100
1605249485.1057,-3.6873,-31.4597,40.1288,0.6250,-0.0740,-0.2740,0.6570,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.5490
1605249485.1292,-3.6873,-31.5382,40.1288,-2.0000,-0.0740,-0.2730,0.6560,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249485.1537,-3.5304,-31.4205,40.1288,-0.1875,-0.0760,-0.2720,0.6600,29.3220,-34.9060,-12.8640,-6.9580,-9.8270,0.6710
1605249485.1778,-3.5696,-31.4597,40.1288,1.5625,-0.0760,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.7050,0.6100
1605249485.2021,-3.1774,-31.4597,40.1288,0.5000,-0.0760,-0.2730,0.6570,0.0000,0.0000,0.0000,-6.9580,-9.8880,0.6100
1605249485.2264,-3.5304,-31.4205,40.1288,3.6876,-0.0760,-0.2720,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249485.2506,-3.8442,-31.8912,40.1288,2.1250,-0.0750,-0.2750,0.6620,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249485.2762,-3.5304,-31.4990,40.1288,-2.3125,-0.0750,-0.2740,0.6630,29.4970,-34.7300,-12.6950,-6.7750,-9.8880,0.6100
1605249485.3029,-3.6873,-31.5774,40.1288,1.1250,-0.0740,-0.2740,0.6600,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.6100
1605249485.3294,-3.6873,-31.4990,40.1288,1.6875,-0.0750,-0.2750,0.6620,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.6100
1605249485.3536,-3.7265,-31.5774,40.1288,2.3750,-0.0740,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.9580,-9.8270,0.6710
1605249485.3807,-3.6481,-31.5382,40.1288,-1.8125,-0.0750,-0.2760,0.6600,0.0000,0.0000,0.0000,-6.7750,-9.7050,0.5490
1605249485.4060,-3.5696,-31.7735,40.1288,1.1250,-0.0740,-0.2720,0.6600,29.8460,-34.7300,-12.0180,-6.7750,-9.7660,0.6100
1605249485.4317,-4.0011,-31.6951,40.1288,1.8125,-0.0760,-0.2750,0.6620,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.4880
1605249485.4566,-3.6481,-31.3421,40.1288,21.4378,-0.0760,-0.2750,0.6580,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.5490
1605249485.4824,-3.6481,-31.5774,40.1288,1.3125,-0.0750,-0.2740,0.6560,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.7320
1605249485.5069,-3.6481,-31.4990,40.1288,-2.0000,-0.0750,-0.2730,0.6610,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.6710
1605249485.5323,-3.8050,-31.6951,40.1288,1.0000,-0.0760,-0.2730,0.6620,29.8460,-34.7300,-14.0490,-6.7750,-9.7660,0.6710
1605249485.5597,-3.6873,-31.4597,40.1288,0.0000,-0.0750,-0.2750,0.6620,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249485.5839,-3.6088,-31.4990,40.1288,-0.6250,-0.0780,-0.2720,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249485.6083,-3.6481,-31.6166,40.1288,-0.7500,-0.0750,-0.2730,0.6630,0.0000,0.0000,0.0000,-6.8360,-9.8880,0.5490
1605249485.6326,-3.7265,-31.4990,40.1288,-2.3125,-0.0740,-0.2730,0.6630,0.0000,0.0000,0.0000,-6.8360,-9.8880,0.6100
1605249485.6580,-3.6873,-31.4990,40.1288,2.5625,-0.0750,-0.2730,0.6640,28.2750,-35.6120,-12.1870,-6.8360,-9.7050,0.6100
1605249485.6820,-3.4519,-31.5774,40.1288,-0.8125,-0.0730,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6100
1605249485.7062,-3.6088,-31.5382,40.1288,-0.4375,-0.0730,-0.2730,0.6580,0.0000,0.0000,0.0000,-6.7750,-9.8270,0.6100
1605249485.7307,-3.8442,-31.8128,40.1288,-0.4375,-0.0760,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.6100
1605249485.7583,-3.6873,-31.5774,40.1288,-0.1875,-0.0740,-0.2720,0.6620,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.5490
1605249485.7859,-3.7658,-31.6951,40.1288,0.6250,-0.0750,-0.2740,0.6630,28.6240,-35.6120,-13.5410,-6.7750,-9.7050,0.6100
1605249485.8101,-3.8050,-31.5774,40.1288,1.7500,-0.0760,-0.2750,0.6650,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249485.8347,-3.6481,-31.4990,40.1288,0.1250,-0.0750,-0.2770,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.5490
1605249485.8588,-3.6088,-31.4205,40.1288,0.0625,-0.0750,-0.2750,0.6580,0.0000,0.0000,0.0000,-6.9580,-9.7660,0.6710
1605249485.8839,-3.6088,-31.6559,40.1288,15.4377,-0.0760,-0.2740,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249485.9093,-3.8834,-31.6951,40.1288,4.5001,-0.0750,-0.2730,0.6580,29.4970,-36.8460,-12.3560,-6.8970,-9.7660,0.6100
1605249485.9335,-3.8050,-31.5774,40.1288,0.1875,-0.0760,-0.2730,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.8880,0.6100
1605249485.9582,-3.6873,-31.6951,40.1288,-0.8125,-0.0760,-0.2740,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6100
1605249485.9854,-3.7265,-31.5382,40.1288,-1.4375,-0.0740,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249486.0103,-3.7265,-31.6951,40.1288,-0.0625,-0.0750,-0.2730,0.6580,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6100
1605249486.0356,-3.6481,-31.4990,40.1288,-1.4375,-0.0750,-0.2740,0.6590,29.6720,-34.5540,-14.5570,-6.8360,-9.7050,0.6710
1605249486.0597,-3.5304,-31.8520,40.1288,6.8751,-0.0750,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.7750,-9.7050,0.7320
1605249486.0840,-3.6481,-31.5774,40.1288,4.0001,-0.0740,-0.2730,0.6610,0.0000,0.0000,0.0000,-6.9580,-9.7660,0.6100
1605249486.1228,-3.3343,-31.5382,40.1288,3.8751,-0.0760,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6710
1605249486.1531,-3.6481,-31.4990,40.1288,-2.0625,-0.0750,-0.2720,0.6580,28.7990,-34.7300,-13.7110,-6.8970,-9.8270,0.6710
1605249486.1843,-3.7265,-31.4597,40.1288,-1.6250,-0.0760,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.6710
1605249486.2076,-3.6088,-31.4205,40.1288,2.9375,-0.0760,-0.2740,0.6620,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.6100
1605249486.2309,-3.6481,-31.5382,40.1288,-4.9376,-0.0750,-0.2730,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249486.2625,-3.6481,-31.3421,40.1288,-3.6251,-0.0760,-0.2720,0.6550,0.0000,0.0000,0.0000,-6.8360,-9.8880,0.6100
1605249486.2971,-3.6088,-31.5774,40.1288,-0.8750,-0.0760,-0.2740,0.6630,30.5440,-36.1410,-13.0340,-6.8970,-9.8270,0.7320
1605249486.3250,-3.8442,-31.6951,40.1288,1.5000,-0.0770,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.5490
1605249486.3529,-3.7265,-31.7735,40.1288,0.5000,-0.0740,-0.2750,0.6600,0.0000,0.0000,0.0000,-6.9580,-9.7050,0.5490
1605249486.3808,-3.5304,-31.4205,40.1288,1.6250,-0.0750,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7050,0.5490
1605249486.4056,-3.5304,-31.6559,40.1288,1.5000,-0.0760,-0.2720,0.6580,28.6240,-34.2010,-13.2030,-6.8360,-9.7660,0.6100
1605249486.4293,-3.6481,-31.7735,40.1288,-0.9375,-0.0760,-0.2730,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249486.4585,-3.7658,-31.5774,40.1288,1.1875,-0.0760,-0.2730,0.6600,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6710
1605249486.4819,-3.6873,-31.5382,40.1288,2.6875,-0.0770,-0.2740,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249486.5053,-3.5304,-31.5382,40.1288,-0.5000,-0.0750,-0.2760,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249486.5287,-3.6873,-31.4205,40.1288,0.0000,-0.0750,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249486.5555,-3.6873,-31.6559,40.1288,0.3750,-0.0740,-0.2750,0.6620,28.6240,-35.2590,-13.5410,-6.7750,-9.8270,0.6100
1605249486.5789,-3.6088,-31.3813,40.1288,0.2500,-0.0740,-0.2730,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249486.6023,-4.0011,-31.7735,40.1288,-0.8125,-0.0740,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8880,0.6100
1605249486.6257,-3.7658,-31.6951,40.1288,-0.4375,-0.0760,-0.2750,0.6580,0.0000,0.0000,0.0000,-6.8970,-9.6440,0.6710
1605249486.6491,-3.6873,-31.5382,40.1288,-0.3750,-0.0750,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249486.6737,-3.6873,-31.5382,40.1288,-0.7500,-0.0750,-0.2730,0.6580,29.6720,-35.2590,-12.8640,-6.8360,-9.8270,0.6710
1605249486.6970,-3.8442,-31.5382,40.1288,-0.6250,-0.0750,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249486.7286,-3.6481,-31.4990,40.1288,-1.2500,-0.0770,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249486.7556,-3.5696,-31.4205,40.1288,-0.0625,-0.0740,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249486.7794,-3.6088,-31.5774,40.1288,-0.3125,-0.0740,-0.2730,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6100
1605249486.8040,-3.6873,-31.8520,40.1288,0.1250,-0.0750,-0.2760,0.6610,29.8460,-36.4930,-12.6950,-6.7750,-9.7660,0.6100
1605249486.8273,-3.8834,-31.4205,40.1288,-0.5625,-0.0760,-0.2740,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249486.8507,-3.6873,-31.4597,40.1288,-1.0000,-0.0760,-0.2750,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.5490
1605249486.8741,-3.7658,-31.6166,40.1288,0.3125,-0.0750,-0.2740,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249486.8986,-3.6481,-31.5382,40.1288,0.9375,-0.0740,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7050,0.6100
1605249486.9239,-3.9227,-31.5774,40.1288,0.8125,-0.0730,-0.2720,0.6580,29.3220,-34.9060,-12.5260,-6.8360,-9.8270,0.5490
1605249486.9480,-3.6481,-31.6166,40.1288,-1.6875,-0.0750,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249486.9721,-3.9619,-31.4597,40.1288,-0.9375,-0.0750,-0.2760,0.6600,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.5490
1605249486.9964,-3.8050,-31.8128,40.1288,-0.6875,-0.0760,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.8970,-9.8270,0.6710
1605249487.0212,-3.6481,-31.5774,40.1288,2.1250,-0.0770,-0.2730,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249487.0466,-3.4912,-31.1067,40.1288,-0.1250,-0.0740,-0.2750,0.6590,28.4500,-35.4350,-11.6790,-6.9580,-9.8270,0.6100
1605249487.0708,-3.6481,-31.4990,40.1288,-0.1875,-0.0750,-0.2730,0.6620,0.0000,0.0000,0.0000,-6.7140,-9.8880,0.6710
1605249487.0950,-3.9619,-31.6559,40.1288,1.0000,-0.0740,-0.2760,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.9490,0.6100
1605249487.1193,-3.6088,-31.5382,40.1288,-0.1250,-0.0750,-0.2730,0.6610,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249487.1436,-3.8050,-31.6951,40.1288,-0.6250,-0.0750,-0.2730,0.6580,0.0000,0.0000,0.0000,-6.7750,-9.8270,0.6710
1605249487.1689,-3.4912,-31.4990,40.1288,-0.8125,-0.0740,-0.2740,0.6580,28.7990,-35.4350,-13.3720,-6.7750,-9.8270,0.6100
1605249487.1929,-4.0011,-31.6559,40.1288,-2.0625,-0.0740,-0.2740,0.6650,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249487.2172,-3.7265,-31.6166,40.1288,0.6250,-0.0750,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249487.2413,-3.7265,-31.3028,40.1288,-0.5000,-0.0750,-0.2740,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249487.2654,-3.6873,-31.5774,40.1288,-2.3125,-0.0750,-0.2730,0.6610,0.0000,0.0000,0.0000,-6.7750,-9.8270,0.6100
1605249487.2899,-3.7265,-31.5382,40.1288,-0.8125,-0.0760,-0.2740,0.6580,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.5490
1605249487.3151,-3.6088,-31.5774,40.1288,1.8125,-0.0760,-0.2740,0.6620,29.4970,-35.7880,-12.0180,-6.8970,-9.8270,0.6100
1605249487.3419,-3.6481,-31.4990,40.1288,2.8125,-0.0770,-0.2740,0.6600,0.0000,0.0000,0.0000,-6.9580,-9.8270,0.6100
1605249487.3667,-3.6088,-31.5382,40.1288,0.8750,-0.0740,-0.2750,0.6620,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6710
1605249487.3911,-3.7265,-31.7343,40.1288,0.8125,-0.0760,-0.2750,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6100
1605249487.4153,-3.7658,-31.6559,40.1288,-0.6875,-0.0760,-0.2730,0.6610,0.0000,0.0000,0.0000,-6.8970,-9.7660,0.6710
1605249487.4407,-3.7658,-31.5774,40.1288,1.0625,-0.0760,-0.2760,0.6600,30.5440,-35.0830,-12.6950,-6.8970,-9.7660,0.6710
1605249487.4650,-3.4519,-31.4990,40.1288,-2.0000,-0.0750,-0.2720,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.7660,0.6100
1605249487.4918,-3.7658,-31.5382,40.1288,1.4375,-0.0760,-0.2730,0.6590,0.0000,0.0000,0.0000,-6.8360,-9.8270,0.6710
1605249487.5160,-3.5696,-31.5382,40.1288,-0.2500,-0.0740,-0.2750,0.6570,0.0000,0.0000,0.0000,-6.7750,-9.7660,0.6710
1605249487.5365,-3.9227,-31.6951,40.1288,-1.6250,-0.0760,-0.2740,0.6570,0.0000,0.0000,0.0000,-6.8970,-9.7050,0.7930
